Tweet Id,Tweet URL,Tweet Location,Tweet Posted Time (UTC),Latitude,Longitude
"""1223374279074635776""",https://twitter.com/sandra_greer/status/1223374279074635776,North Carolina,2020-01-31 22:35:00,35.7595731,-79.01929969999999
"""1223374258778316806""",https://twitter.com/spktruth45/status/1223374258778316806,"North Carolina, USA",2020-01-31 22:35:00,35.7595731,-79.01929969999999
"""1223373996269490176""",https://twitter.com/EnoughDisaster/status/1223373996269490176,"North Carolina, USA",2020-01-31 22:34:00,35.7595731,-79.01929969999999
"""1223373748121874433""",https://twitter.com/sandra_greer/status/1223373748121874433,North Carolina,2020-01-31 22:33:00,35.7595731,-79.01929969999999
"""1223372479378403331""",https://twitter.com/TracieLDavis1/status/1223372479378403331,North Carolina ,2020-01-31 22:28:00,35.7595731,-79.01929969999999
"""1223372262662975489""",https://twitter.com/Blake_RESISTS/status/1223372262662975489,"North Carolina, USA",2020-01-31 22:27:00,35.7595731,-79.01929969999999
"""1223372228970061828""",https://twitter.com/bellissimakatie/status/1223372228970061828,"Charlottesville, VA",2020-01-31 22:27:00,38.0293059,-78.47667810000002
"""1223372155867541505""",https://twitter.com/Gnothac/status/1223372155867541505,"North Carolina, USA",2020-01-31 22:27:00,35.7595731,-79.01929969999999
"""1223372011776499712""",https://twitter.com/MeaganHarrell/status/1223372011776499712,"North Carolina, USA",2020-01-31 22:26:00,35.7595731,-79.01929969999999
"""1223372011109593088""",https://twitter.com/sandra_greer/status/1223372011109593088,North Carolina,2020-01-31 22:26:00,35.7595731,-79.01929969999999
"""1223371955388153856""",https://twitter.com/sullivanmoseley/status/1223371955388153856,"Charlotte, NC",2020-01-31 22:26:00,35.2270869,-80.8431267
"""1223370937103458305""",https://twitter.com/TracieLDavis1/status/1223370937103458305,North Carolina ,2020-01-31 22:22:00,35.7595731,-79.01929969999999
"""1223370671314624515""",https://twitter.com/galxtrump16/status/1223370671314624515,"North Carolina, USA",2020-01-31 22:21:00,35.7595731,-79.01929969999999
"""1223369883066470400""",https://twitter.com/EnoughDisaster/status/1223369883066470400,"North Carolina, USA",2020-01-31 22:18:00,35.7595731,-79.01929969999999
"""1223369285587914754""",https://twitter.com/jtempleelizabet/status/1223369285587914754,"North Carolina, USA",2020-01-31 22:15:00,35.7595731,-79.01929969999999
